"employee_number","attrition","age","monthly_income","department","job_level","job_role","gender","marital_status","distance_from_home","education","business_travel","over_time","job_satisfaction","environment_satisfaction","job_involvement","performance_rating","relationship_satisfaction","total_working_years","stock_option_level","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
975,"0",35,4601,"Sales",2,"Sales Executive","Female","Married",18,3,"Travel_Rarely","No",3,3,3,3,2,5,0,3,3,5,2,1,0
976,"0",52,17099,"Research & Development",4,"Manager","Male","Married",1,2,"Travel_Rarely","No",4,4,3,3,2,26,1,2,2,9,8,7,8
977,"1",58,2479,"Research & Development",1,"Research Scientist","Male","Single",2,3,"Travel_Rarely","No",3,4,3,4,1,7,0,4,3,1,0,0,0
981,"0",53,14852,"Sales",4,"Manager","Male","Divorced",2,2,"Travel_Rarely","No",3,3,3,3,3,22,1,3,4,17,13,15,2
982,"0",30,7264,"Sales",3,"Sales Executive","Male","Divorced",8,2,"Travel_Rarely","No",3,3,3,3,1,10,1,2,4,8,4,7,7
984,"0",35,7823,"Sales",3,"Sales Executive","Male","Divorced",3,4,"Travel_Rarely","No",4,4,3,3,2,12,1,2,3,10,9,0,8
985,"0",39,7880,"Sales",3,"Sales Executive","Male","Single",2,5,"Travel_Rarely","No",3,1,4,3,4,9,0,3,3,8,7,0,7
986,"1",40,13194,"Sales",4,"Sales Executive","Female","Single",24,3,"Non-Travel","Yes",2,2,4,3,4,22,0,2,2,1,0,0,0
987,"0",47,5067,"Research & Development",2,"Manufacturing Director","Male","Divorced",16,4,"Travel_Frequently","Yes",3,3,4,3,3,20,0,3,4,19,10,2,7
990,"0",36,5079,"Sales",2,"Sales Executive","Male","Divorced",8,4,"Non-Travel","No",4,1,3,3,4,12,2,3,3,7,7,0,7
991,"1",31,2321,"Research & Development",1,"Research Scientist","Male","Single",9,2,"Non-Travel","Yes",1,3,2,4,1,4,0,0,3,3,2,1,2
992,"0",33,17444,"Sales",4,"Manager","Male","Single",17,3,"Non-Travel","No",3,4,3,3,4,10,0,2,3,10,8,6,0
994,"1",29,2404,"Research & Development",1,"Research Scientist","Female","Single",10,3,"Travel_Rarely","Yes",1,4,2,4,3,3,0,5,3,0,0,0,0
995,"0",33,3452,"Research & Development",1,"Research Scientist","Female","Single",13,1,"Travel_Rarely","No",4,2,3,3,1,5,0,4,3,3,2,0,2
996,"0",45,2270,"Research & Development",1,"Laboratory Technician","Female","Divorced",1,4,"Travel_Rarely","No",4,4,3,3,4,8,2,2,3,5,3,0,2
997,"0",50,17399,"Research & Development",4,"Research Director","Male","Divorced",1,2,"Travel_Rarely","No",4,4,3,4,3,32,1,1,2,5,4,1,3
998,"0",33,5488,"Research & Development",2,"Healthcare Representative","Female","Married",1,4,"Travel_Frequently","Yes",2,3,4,3,1,6,1,2,3,6,5,1,2
999,"0",41,19419,"Research & Development",5,"Research Director","Male","Divorced",9,3,"Travel_Frequently","No",3,1,3,3,2,21,1,2,4,18,16,0,11
1001,"0",27,2811,"Research & Development",1,"Laboratory Technician","Female","Married",16,4,"Travel_Rarely","No",2,3,3,3,2,4,1,2,3,2,2,2,2
1003,"0",47,4163,"Sales",2,"Sales Executive","Female","Single",4,2,"Travel_Rarely","Yes",4,4,3,3,3,9,0,0,3,9,0,0,7
1004,"1",30,2132,"Research & Development",1,"Research Scientist","Female","Married",22,3,"Travel_Rarely","Yes",3,1,3,3,2,7,0,2,3,5,2,0,1
1005,"0",50,13973,"Research & Development",4,"Manufacturing Director","Male","Married",24,3,"Travel_Rarely","Yes",3,4,3,3,4,22,1,2,3,12,11,1,5
1006,"0",38,2684,"Research & Development",1,"Research Scientist","Male","Married",10,1,"Travel_Frequently","No",3,3,3,3,2,3,1,0,2,2,1,0,2
1009,"0",24,4377,"Research & Development",2,"Manufacturing Director","Female","Divorced",17,1,"Travel_Rarely","No",3,4,2,3,2,5,2,6,3,4,2,3,2
1010,"1",35,3743,"Research & Development",1,"Laboratory Technician","Male","Divorced",14,4,"Travel_Rarely","Yes",2,3,2,4,4,5,1,2,1,4,2,0,2
1012,"0",18,1051,"Research & Development",1,"Research Scientist","Male","Single",5,2,"Non-Travel","No",4,2,3,3,4,0,0,2,3,0,0,0,0
1014,"0",35,10388,"Research & Development",3,"Healthcare Representative","Female","Divorced",25,4,"Travel_Rarely","Yes",3,3,3,3,3,16,1,3,2,16,10,10,1
1015,"0",30,11416,"Research & Development",3,"Research Director","Female","Married",8,2,"Travel_Rarely","Yes",1,2,4,3,3,9,3,4,2,8,7,1,7
1016,"1",20,2600,"Research & Development",1,"Research Scientist","Female","Single",11,3,"Travel_Rarely","Yes",1,4,2,3,1,1,0,2,3,1,0,0,0
1017,"1",30,2422,"Research & Development",1,"Laboratory Technician","Female","Single",5,3,"Travel_Frequently","No",2,2,3,3,1,4,0,3,3,3,2,1,2
1019,"0",22,2451,"Research & Development",1,"Laboratory Technician","Male","Married",8,1,"Travel_Rarely","No",1,2,1,3,1,4,1,3,2,4,3,1,1
1022,"0",48,4240,"Research & Development",2,"Healthcare Representative","Male","Single",6,3,"Travel_Rarely","No",3,1,2,3,4,19,0,0,3,2,2,2,2
1026,"0",39,12742,"Research & Development",4,"Manufacturing Director","Female","Married",1,1,"Travel_Rarely","No",4,4,2,3,3,21,1,3,3,21,6,11,8
1027,"0",27,4227,"Research & Development",2,"Manufacturing Director","Female","Married",2,4,"Travel_Rarely","No",4,1,3,3,2,4,1,2,3,3,2,2,2
1029,"0",42,18303,"Sales",5,"Manager","Male","Married",5,2,"Travel_Rarely","No",3,4,3,3,2,21,0,3,4,1,0,0,0
1030,"0",50,2380,"Research & Development",1,"Laboratory Technician","Male","Married",9,3,"Travel_Rarely","No",4,1,3,3,2,8,0,5,3,1,0,0,0
1032,"0",59,13726,"Research & Development",4,"Manufacturing Director","Female","Single",2,3,"Travel_Rarely","Yes",4,3,2,3,1,30,0,4,3,5,3,4,3
1033,"1",37,4777,"Research & Development",2,"Healthcare Representative","Female","Married",11,2,"Travel_Rarely","No",2,1,1,3,1,15,0,2,1,1,0,0,0
1034,"0",55,6385,"Research & Development",2,"Healthcare Representative","Male","Married",18,4,"Travel_Frequently","Yes",2,3,3,3,4,17,2,3,3,8,7,6,7
1036,"0",38,6861,"Sales",2,"Sales Executive","Male","Single",3,4,"Travel_Rarely","Yes",4,2,3,3,3,19,0,1,3,1,0,0,0
1037,"1",26,4969,"Sales",2,"Sales Executive","Male","Single",29,2,"Non-Travel","No",1,2,1,3,4,7,0,6,3,2,2,2,2
1038,"1",52,19845,"Sales",5,"Manager","Female","Married",2,1,"Travel_Rarely","No",4,1,1,3,4,33,1,3,3,32,14,6,9
1039,"0",44,13320,"Sales",4,"Sales Executive","Female","Married",28,3,"Travel_Rarely","Yes",4,4,4,3,3,23,1,2,3,12,11,11,11
1040,"0",50,6347,"Sales",2,"Sales Executive","Female","Married",1,3,"Non-Travel","No",3,4,3,3,1,19,1,3,3,18,7,0,13
1042,"1",36,2743,"Research & Development",1,"Laboratory Technician","Female","Single",16,4,"Travel_Rarely","No",1,3,4,3,3,18,0,1,3,17,13,15,14
1043,"0",39,10880,"Research & Development",3,"Manufacturing Director","Female","Single",22,3,"Travel_Frequently","Yes",1,4,3,3,3,21,0,2,3,21,6,2,8
1044,"0",33,2342,"Sales",1,"Sales Representative","Female","Single",8,1,"Non-Travel","No",4,2,2,3,4,3,0,2,2,2,2,2,2
1045,"0",45,17650,"Sales",4,"Manager","Female","Married",11,2,"Travel_Rarely","No",4,4,3,3,2,26,1,4,4,9,3,1,1
1046,"0",32,4025,"Research & Development",1,"Laboratory Technician","Female","Single",29,4,"Non-Travel","No",3,4,3,3,2,10,0,2,3,8,7,7,7
1048,"0",59,11904,"Sales",3,"Manager","Male","Married",1,2,"Travel_Rarely","Yes",4,2,3,3,3,14,1,1,1,6,4,0,4
1049,"0",45,2177,"Human Resources",1,"Human Resources","Male","Single",24,4,"Travel_Rarely","No",2,2,3,3,1,6,0,3,3,6,3,0,4
1050,"0",53,7525,"Sales",3,"Sales Executive","Female","Married",2,3,"Travel_Frequently","No",2,3,2,3,1,30,1,2,3,15,7,6,12
1052,"1",36,4834,"Research & Development",2,"Laboratory Technician","Male","Divorced",15,3,"Travel_Rarely","No",3,1,3,3,2,9,1,3,2,1,0,0,0
1053,"1",26,2042,"Research & Development",1,"Research Scientist","Male","Married",2,3,"Travel_Frequently","Yes",1,1,3,3,2,6,1,2,3,3,2,1,2
1055,"0",34,2220,"Sales",1,"Sales Representative","Female","Married",10,4,"Travel_Rarely","Yes",3,3,3,3,4,1,1,2,3,1,1,0,0
1056,"0",28,1052,"Sales",1,"Sales Representative","Male","Married",10,1,"Travel_Rarely","No",2,4,3,4,2,1,0,5,3,1,0,0,0
1060,"0",38,2821,"Research & Development",1,"Research Scientist","Male","Married",3,4,"Travel_Frequently","No",3,3,3,3,1,8,1,2,3,2,2,2,2
1061,"0",50,19237,"Research & Development",5,"Research Director","Male","Married",2,4,"Travel_Rarely","Yes",3,2,3,3,4,29,1,2,2,8,1,7,7
1062,"0",37,4107,"Research & Development",2,"Healthcare Representative","Female","Single",3,3,"Travel_Rarely","No",2,4,3,3,1,8,0,3,2,4,3,0,1
1066,"0",40,8396,"Sales",2,"Sales Executive","Male","Married",26,3,"Travel_Rarely","No",1,3,3,3,2,8,1,3,2,7,7,7,5
1068,"0",26,2007,"Research & Development",1,"Research Scientist","Female","Divorced",1,1,"Travel_Frequently","No",3,1,2,3,3,5,2,5,3,5,3,1,3
1071,"0",56,2942,"Research & Development",1,"Research Scientist","Female","Married",9,3,"Travel_Frequently","No",3,1,3,3,2,18,1,4,3,5,4,0,3
1074,"0",55,16756,"Research & Development",4,"Manager","Male","Single",2,1,"Non-Travel","No",1,3,2,3,2,31,0,3,4,9,7,6,2
1076,"0",43,10798,"Sales",3,"Sales Executive","Male","Divorced",25,3,"Travel_Rarely","No",4,3,2,3,3,18,1,5,3,1,0,0,0
1077,"1",20,2323,"Sales",1,"Sales Representative","Female","Single",9,3,"Travel_Frequently","Yes",4,4,3,3,2,2,0,3,3,2,2,0,2
1079,"1",21,1416,"Research & Development",1,"Laboratory Technician","Female","Single",10,3,"Travel_Rarely","No",1,3,2,3,1,1,0,6,2,1,0,1,0
1080,"0",46,4615,"Research & Development",2,"Research Scientist","Female","Divorced",8,4,"Travel_Rarely","Yes",1,4,2,4,1,19,3,2,3,16,13,1,7
1081,"1",51,2461,"Research & Development",1,"Research Scientist","Male","Married",4,4,"Travel_Rarely","Yes",3,1,3,3,3,18,3,2,4,10,0,2,7
1082,"1",28,8722,"Research & Development",3,"Healthcare Representative","Male","Single",24,2,"Non-Travel","No",1,2,2,3,1,10,0,2,2,10,7,1,9
1084,"0",30,9957,"Research & Development",2,"Manufacturing Director","Male","Married",20,3,"Travel_Rarely","No",1,3,3,3,3,7,1,1,2,6,2,0,2
1085,"0",41,3376,"Research & Development",1,"Research Scientist","Female","Married",7,2,"Travel_Rarely","No",3,2,4,3,3,10,0,3,3,10,6,0,8
1092,"0",40,10322,"Research & Development",3,"Healthcare Representative","Male","Married",20,4,"Travel_Rarely","No",4,1,3,4,4,14,1,6,3,11,10,11,1
1094,"0",27,4621,"Research & Development",1,"Laboratory Technician","Male","Married",8,5,"Non-Travel","No",3,1,1,3,4,3,3,4,3,3,2,1,2
1096,"0",55,10976,"Research & Development",3,"Manufacturing Director","Male","Married",2,1,"Travel_Frequently","No",2,4,3,3,2,23,1,4,3,3,2,1,2
1097,"0",28,3660,"Research & Development",2,"Research Scientist","Female","Single",10,3,"Travel_Rarely","No",3,3,3,3,4,10,0,4,4,8,7,1,7
1098,"1",44,10482,"Human Resources",3,"Human Resources","Male","Married",1,2,"Travel_Rarely","No",1,2,2,3,4,24,1,1,3,20,6,3,6
1100,"1",35,9582,"Sales",3,"Sales Executive","Male","Single",4,3,"Travel_Rarely","Yes",1,4,3,4,1,9,0,2,3,8,7,4,7
1101,"1",33,4508,"Research & Development",2,"Research Scientist","Female","Single",29,4,"Travel_Frequently","No",3,1,2,4,2,14,0,4,3,13,7,3,8
1102,"0",28,2207,"Research & Development",1,"Laboratory Technician","Male","Divorced",15,2,"Travel_Rarely","No",3,1,3,3,4,4,1,5,2,4,2,2,2
1105,"0",37,6694,"Sales",2,"Sales Executive","Female","Divorced",10,4,"Travel_Rarely","Yes",4,4,2,3,3,8,3,5,3,1,0,0,0
1106,"1",25,3691,"Research & Development",1,"Laboratory Technician","Male","Married",4,1,"Travel_Rarely","Yes",4,4,3,3,2,7,1,3,4,7,7,5,6
1107,"1",26,2377,"Research & Development",1,"Laboratory Technician","Male","Divorced",21,3,"Travel_Rarely","No",3,1,3,4,3,1,1,0,2,1,1,0,0
1108,"1",33,2313,"Research & Development",1,"Research Scientist","Male","Single",25,3,"Travel_Rarely","Yes",2,1,2,4,2,5,0,0,3,2,2,2,2
1109,"0",42,17665,"Research & Development",4,"Manager","Male","Married",2,2,"Travel_Rarely","No",1,4,3,3,4,23,1,3,3,22,6,13,7
1111,"1",28,2596,"Research & Development",1,"Laboratory Technician","Male","Divorced",1,3,"Travel_Frequently","No",2,1,2,3,1,1,2,2,3,1,0,0,0
1113,"1",50,4728,"Sales",2,"Sales Executive","Male","Single",1,4,"Travel_Frequently","Yes",3,4,3,3,4,5,0,4,3,0,0,0,0
1114,"0",33,4302,"Sales",2,"Sales Executive","Female","Married",7,3,"Travel_Frequently","No",2,4,3,3,3,4,1,3,3,3,2,0,2
1115,"0",34,2979,"Research & Development",1,"Research Scientist","Male","Married",3,4,"Non-Travel","No",4,3,2,3,4,6,3,2,3,0,0,0,0
1116,"0",48,16885,"Research & Development",4,"Manager","Male","Single",1,4,"Non-Travel","No",4,1,4,4,3,27,0,3,2,5,4,2,1
1118,"0",52,10445,"Research & Development",3,"Healthcare Representative","Male","Single",7,4,"Travel_Rarely","No",2,2,3,3,4,18,0,4,3,8,6,4,0
1119,"0",38,8740,"Sales",3,"Sales Executive","Male","Divorced",10,4,"Travel_Rarely","Yes",3,3,2,3,2,9,2,2,3,8,7,2,7
1120,"0",29,2514,"Research & Development",1,"Research Scientist","Female","Divorced",28,4,"Travel_Rarely","No",4,3,3,4,1,11,1,1,3,7,5,1,7
1121,"0",28,7655,"Research & Development",3,"Manufacturing Director","Female","Divorced",3,3,"Travel_Rarely","No",2,4,3,3,2,10,3,3,2,9,7,1,7
1124,"0",46,17465,"Sales",4,"Manager","Male","Married",3,1,"Travel_Rarely","No",3,1,3,3,4,23,1,3,3,12,9,4,9
1125,"0",38,7351,"Sales",3,"Sales Executive","Male","Single",2,2,"Travel_Rarely","No",2,4,3,3,3,10,0,2,3,1,0,0,0
1126,"0",43,10820,"Research & Development",3,"Manufacturing Director","Female","Married",27,3,"Travel_Frequently","No",1,3,3,3,3,18,1,1,3,8,7,0,1
1127,"1",39,12169,"Research & Development",4,"Healthcare Representative","Male","Divorced",2,3,"Travel_Frequently","No",4,1,3,3,4,21,3,4,3,18,7,11,5
1131,"0",21,2070,"Research & Development",1,"Research Scientist","Female","Single",1,1,"Travel_Rarely","Yes",2,4,2,3,3,2,0,6,4,2,2,2,2
1132,"0",39,6782,"Research & Development",2,"Laboratory Technician","Male","Single",9,3,"Non-Travel","No",2,3,3,3,3,9,0,2,2,5,4,0,3
1133,"0",36,7779,"Research & Development",2,"Manufacturing Director","Male","Single",18,4,"Non-Travel","No",4,1,3,4,1,18,0,0,3,11,9,0,9
1135,"0",31,2791,"Sales",1,"Sales Representative","Male","Married",20,3,"Travel_Frequently","No",4,3,4,3,1,3,1,4,3,2,2,2,2
1136,"0",28,3201,"Research & Development",1,"Research Scientist","Male","Married",2,1,"Travel_Rarely","No",2,1,2,3,1,6,0,2,1,5,3,0,4
1137,"0",35,4968,"Sales",2,"Sales Executive","Male","Divorced",11,2,"Travel_Frequently","No",4,4,3,3,4,5,1,3,3,5,2,0,2
1138,"0",49,13120,"Sales",4,"Sales Executive","Male","Married",8,4,"Travel_Rarely","No",2,4,2,3,2,22,1,3,3,9,8,2,3
1140,"0",34,4033,"Research & Development",2,"Manufacturing Director","Male","Single",2,2,"Travel_Frequently","No",3,4,3,3,4,5,0,3,2,3,2,0,2
1148,"0",42,4272,"Research & Development",2,"Laboratory Technician","Male","Single",29,3,"Travel_Rarely","No",4,2,1,3,1,16,0,3,3,1,0,0,0
1150,"0",29,5056,"Research & Development",2,"Manufacturing Director","Male","Married",8,1,"Travel_Rarely","Yes",4,2,2,3,3,10,1,2,2,10,7,1,2
1152,"0",38,2844,"Human Resources",1,"Human Resources","Male","Married",1,3,"Travel_Rarely","No",3,3,4,3,4,7,1,2,4,7,6,5,0
1154,"0",28,2703,"Research & Development",1,"Research Scientist","Male","Divorced",6,3,"Travel_Frequently","Yes",3,3,2,3,4,3,1,2,3,3,1,0,2
1156,"1",18,1904,"Research & Development",1,"Laboratory Technician","Male","Single",8,1,"Non-Travel","No",3,3,3,3,4,0,0,0,3,0,0,0,0
1157,"1",33,8224,"Sales",2,"Sales Executive","Female","Single",9,4,"Travel_Rarely","Yes",1,1,3,3,1,6,0,3,3,5,2,0,3
1158,"0",41,4766,"Research & Development",1,"Laboratory Technician","Male","Married",12,4,"Travel_Rarely","Yes",4,2,3,3,1,6,1,4,3,1,0,0,0
1160,"1",31,2610,"Research & Development",1,"Laboratory Technician","Male","Married",15,3,"Travel_Frequently","No",3,3,3,3,3,2,1,5,2,2,2,2,2
1161,"0",37,5731,"Research & Development",2,"Healthcare Representative","Female","Divorced",25,2,"Travel_Rarely","No",4,3,2,3,3,9,2,2,3,6,2,1,3
1162,"0",27,2539,"Research & Development",1,"Research Scientist","Male","Married",6,3,"Travel_Rarely","No",3,4,2,3,3,4,1,0,3,4,2,2,2
1163,"0",34,5714,"Sales",2,"Sales Executive","Female","Married",9,1,"Travel_Rarely","No",3,2,3,4,1,6,0,3,2,6,5,1,3
1164,"0",35,4323,"Human Resources",1,"Human Resources","Male","Single",8,4,"Travel_Rarely","No",3,3,3,3,2,6,0,2,1,5,4,1,4
1165,"1",29,7336,"Sales",3,"Sales Executive","Female","Married",23,1,"Travel_Rarely","No",1,4,2,3,1,11,1,3,1,11,8,3,10
1166,"0",40,13499,"Research & Development",3,"Research Director","Female","Single",9,4,"Travel_Frequently","No",3,2,3,3,3,20,0,3,2,18,7,2,13
1167,"1",42,13758,"Sales",4,"Sales Executive","Male","Single",12,3,"Travel_Frequently","Yes",1,3,3,3,2,22,0,2,2,21,9,13,14
1171,"0",42,5155,"Sales",2,"Sales Executive","Male","Single",4,4,"Travel_Rarely","No",1,2,3,3,4,9,0,3,4,6,4,1,5
1173,"0",24,3597,"Research & Development",1,"Laboratory Technician","Male","Single",24,3,"Travel_Rarely","No",2,4,3,4,4,6,0,2,3,4,3,1,2
1175,"1",28,2515,"Research & Development",1,"Laboratory Technician","Female","Married",12,1,"Travel_Rarely","Yes",4,3,3,3,4,1,0,4,2,1,1,0,0
1177,"0",26,4420,"Research & Development",1,"Laboratory Technician","Male","Married",3,4,"Travel_Rarely","No",4,1,4,4,2,8,1,2,3,8,7,0,7
1179,"0",30,6578,"Sales",2,"Sales Executive","Male","Married",10,3,"Travel_Rarely","No",3,3,2,3,1,10,1,3,3,10,3,1,4
1180,"0",40,4422,"Research & Development",2,"Research Scientist","Female","Married",26,2,"Travel_Frequently","Yes",4,3,2,3,4,16,1,3,1,1,1,0,0
1184,"0",34,5343,"Research & Development",2,"Healthcare Representative","Male","Single",1,3,"Travel_Frequently","No",1,4,2,4,3,14,0,3,3,13,9,4,9
1185,"0",35,2376,"Research & Development",1,"Laboratory Technician","Male","Married",4,4,"Travel_Frequently","No",4,4,2,3,2,2,1,2,4,2,2,2,2
1188,"1",43,5346,"Sales",2,"Sales Executive","Female","Single",9,3,"Travel_Rarely","No",3,1,1,3,2,7,0,2,2,4,3,1,3
1190,"0",32,2827,"Sales",1,"Sales Representative","Female","Divorced",2,1,"Non-Travel","No",1,3,3,3,3,1,3,3,3,1,0,0,0
1191,"0",56,19943,"Research & Development",5,"Manager","Female","Divorced",4,4,"Travel_Rarely","No",1,4,3,3,4,28,1,2,3,5,2,4,2
1193,"0",19,2552,"Research & Development",1,"Research Scientist","Male","Single",9,2,"Travel_Rarely","No",1,3,3,4,3,1,0,4,3,1,1,0,0
1195,"0",45,4477,"Research & Development",1,"Research Scientist","Female","Married",7,3,"Travel_Rarely","Yes",3,1,3,3,3,7,1,2,2,3,2,0,2
1196,"0",37,6474,"Research & Development",2,"Manufacturing Director","Female","Married",1,3,"Travel_Rarely","No",4,4,2,3,2,14,1,2,2,14,8,3,11
1200,"1",44,2936,"Research & Development",1,"Research Scientist","Male","Single",10,4,"Travel_Rarely","Yes",3,3,3,3,3,6,0,4,3,6,4,0,2
1201,"0",53,18606,"Research & Development",5,"Manager","Female","Divorced",7,2,"Travel_Rarely","No",3,4,3,3,2,26,1,6,3,7,7,4,7
1203,"1",22,2853,"Research & Development",1,"Research Scientist","Male","Married",3,4,"Travel_Frequently","Yes",4,3,2,3,2,1,1,5,3,0,0,0,0
1204,"0",46,17048,"Sales",4,"Manager","Female","Married",2,3,"Travel_Rarely","No",1,3,3,4,1,28,0,2,3,26,15,15,9
1206,"0",44,2290,"Research & Development",1,"Research Scientist","Male","Single",17,3,"Non-Travel","No",3,4,1,3,4,6,0,3,3,0,0,0,0
1207,"0",33,3600,"Human Resources",1,"Human Resources","Male","Married",2,3,"Travel_Rarely","No",3,2,3,3,4,5,1,2,3,5,4,1,4
1210,"1",41,2107,"Research & Development",1,"Research Scientist","Male","Divorced",5,2,"Non-Travel","No",1,1,2,3,1,5,1,2,1,1,0,0,0
1211,"0",30,4115,"Sales",2,"Sales Executive","Male","Divorced",29,4,"Travel_Rarely","No",1,3,3,3,3,8,3,3,3,4,3,0,3
1212,"0",40,4327,"Sales",2,"Sales Executive","Male","Married",2,4,"Travel_Frequently","No",2,2,3,3,4,5,3,2,3,0,0,0,0
1215,"0",50,17856,"Research & Development",4,"Manager","Female","Married",2,3,"Travel_Frequently","No",1,4,3,4,3,32,1,3,3,2,2,2,2
1216,"0",28,3196,"Research & Development",1,"Laboratory Technician","Male","Married",19,4,"Travel_Rarely","No",1,4,2,3,3,6,3,2,3,6,5,3,3
1217,"0",46,19081,"Research & Development",5,"Research Director","Male","Married",15,2,"Travel_Rarely","No",2,4,3,3,1,25,1,2,3,4,2,0,3
1218,"0",35,8966,"Sales",2,"Sales Executive","Male","Married",17,4,"Travel_Rarely","Yes",1,3,3,3,4,15,3,2,3,7,7,1,7
1219,"1",24,2210,"Research & Development",1,"Laboratory Technician","Female","Married",17,2,"Travel_Rarely","No",2,4,3,3,1,1,1,3,1,1,0,0,0
1221,"0",36,2741,"Research & Development",1,"Laboratory Technician","Male","Divorced",6,4,"Travel_Rarely","No",3,3,1,3,3,7,1,4,3,7,7,1,7
1225,"0",44,4541,"Research & Development",2,"Research Scientist","Male","Single",29,4,"Travel_Rarely","No",4,4,3,4,2,20,0,3,3,20,11,13,17
1226,"0",20,2678,"Sales",1,"Sales Representative","Male","Single",21,3,"Travel_Rarely","No",4,3,4,3,4,2,0,2,3,2,1,2,2
1228,"0",46,7379,"Research & Development",2,"Manufacturing Director","Male","Divorced",2,4,"Travel_Rarely","No",4,4,3,3,3,12,1,3,2,6,3,1,4
1233,"0",60,5220,"Sales",2,"Sales Executive","Male","Divorced",7,4,"Travel_Rarely","Yes",4,2,4,3,2,12,1,3,3,11,7,1,9
1234,"0",32,2743,"Research & Development",1,"Laboratory Technician","Female","Married",13,3,"Travel_Frequently","No",2,3,2,4,3,2,1,2,3,2,2,2,2
1237,"0",36,10252,"Research & Development",3,"Manufacturing Director","Female","Divorced",1,3,"Travel_Rarely","Yes",1,3,1,4,3,17,1,2,3,7,7,7,7
1238,"0",33,2781,"Research & Development",1,"Research Scientist","Male","Married",9,3,"Travel_Rarely","No",4,1,3,3,2,15,1,5,3,14,10,4,10
1239,"0",40,6852,"Sales",2,"Sales Executive","Female","Divorced",10,3,"Travel_Rarely","No",2,2,2,3,2,7,1,2,4,5,1,1,3
1241,"0",30,3579,"Research & Development",1,"Research Scientist","Male","Married",1,3,"Travel_Rarely","Yes",2,4,3,4,1,12,1,2,3,11,9,5,7
1242,"0",42,13191,"Research & Development",3,"Research Director","Female","Married",26,5,"Travel_Frequently","Yes",1,1,3,3,3,20,0,6,3,1,0,0,0
1243,"0",35,10377,"Sales",3,"Sales Executive","Female","Married",8,2,"Non-Travel","Yes",4,3,2,3,2,16,1,6,2,13,2,4,12
1244,"0",27,2235,"Research & Development",1,"Research Scientist","Male","Married",14,3,"Travel_Rarely","Yes",1,1,3,3,4,9,2,3,2,9,7,6,8
1245,"0",54,10502,"Research & Development",3,"Manufacturing Director","Female","Divorced",1,4,"Travel_Frequently","No",3,4,3,3,1,33,1,2,1,5,4,1,4
1248,"1",19,1859,"Research & Development",1,"Research Scientist","Female","Single",10,3,"Non-Travel","Yes",2,1,2,4,2,1,0,2,4,1,1,0,0
1249,"0",29,3760,"Research & Development",1,"Research Scientist","Female","Divorced",1,3,"Travel_Rarely","No",4,1,3,3,1,3,3,5,3,3,2,1,2
1252,"0",31,6812,"Research & Development",2,"Healthcare Representative","Female","Single",24,3,"Travel_Rarely","No",1,3,2,3,2,10,0,2,3,10,9,1,8
1254,"0",59,5171,"Sales",2,"Sales Executive","Female","Single",3,3,"Travel_Rarely","No",4,3,2,3,4,13,0,2,3,6,1,0,5
1255,"0",43,19740,"Research & Development",5,"Research Director","Male","Married",3,3,"Travel_Rarely","No",4,3,1,3,2,25,1,2,3,8,7,0,7
1258,"0",48,2559,"Research & Development",1,"Laboratory Technician","Male","Single",2,2,"Travel_Rarely","No",2,4,4,3,3,7,0,4,2,1,0,0,0
1260,"0",29,6623,"Research & Development",2,"Healthcare Representative","Male","Divorced",7,3,"Travel_Rarely","Yes",4,3,3,3,2,6,2,2,3,6,0,1,0
1263,"0",48,18265,"Research & Development",5,"Research Director","Male","Single",1,3,"Travel_Rarely","No",4,4,2,3,3,25,0,3,4,1,0,0,0
1264,"0",29,16124,"Research & Development",4,"Research Director","Female","Divorced",1,3,"Travel_Rarely","No",4,4,2,3,2,9,2,2,2,7,7,1,7
1269,"0",19,2994,"Research & Development",1,"Research Scientist","Female","Single",25,3,"Travel_Rarely","Yes",4,2,4,3,4,1,0,2,3,1,0,0,1
1270,"0",23,1223,"Research & Development",1,"Research Scientist","Male","Married",1,2,"Travel_Rarely","No",3,4,3,4,4,1,1,2,3,1,0,0,1
1273,"1",25,1118,"Sales",1,"Sales Representative","Male","Single",24,1,"Travel_Frequently","Yes",4,3,1,3,4,1,0,4,3,1,0,1,0
1277,"1",45,18824,"Sales",5,"Manager","Female","Single",2,3,"Travel_Rarely","Yes",2,1,1,3,1,26,0,2,3,24,10,1,11
1278,"0",55,13577,"Research & Development",4,"Healthcare Representative","Male","Divorced",8,1,"Non-Travel","Yes",2,4,2,3,4,34,1,3,3,33,9,15,0
1279,"1",21,2625,"Research & Development",1,"Laboratory Technician","Female","Single",10,2,"Travel_Frequently","No",3,1,2,4,3,2,0,2,1,2,2,2,2
1280,"0",46,18789,"Sales",5,"Manager","Female","Married",4,2,"Travel_Rarely","No",2,4,2,3,3,26,1,2,3,11,4,0,8
1281,"0",34,4538,"Sales",2,"Sales Executive","Female","Single",2,3,"Travel_Rarely","Yes",1,3,3,3,4,4,0,3,3,3,2,0,2
1282,"0",51,19847,"Sales",5,"Manager","Male","Divorced",9,3,"Travel_Frequently","Yes",2,4,3,4,1,31,1,5,2,29,10,11,10
1283,"0",59,10512,"Research & Development",3,"Manufacturing Director","Male","Single",18,4,"Travel_Rarely","No",4,4,3,3,4,25,0,6,2,9,7,5,4
